,transportation_expense,service_time,years_until_retirement,disciplinary_failure,number_of_children,number_of_pets,body_mass_index,absenteeism_time_in_hours,higher_education,commute_cost_per_km,risk_behavior,month_January,month_February,month_March,month_April,month_May,month_June,month_July,month_August,month_September,month_October,month_November,month_December,is_mid_week,is_near_weekend,is_weekend,reason_Acute Disease,reason_Chronic Disease,reason_Maternity/Pregnancy-Related,reason_Medical Care,reason_Mental Disease,reason_Unjustified absence,reason_Unspecified
128,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
129,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
130,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
132,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
133,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
134,117.99999999999999,10.0,5.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
135,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
136,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
139,179.0,9.0,35.0,0.0,0.0,0.0,19.0,8.0,1.0,6.884615384615385,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
140,289.0,13.0,5.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
141,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
142,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
143,184.0,7.0,38.0,0.0,0.0,0.0,21.0,2.0,0.0,4.380952380952381,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
144,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
145,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,11.8,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
146,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
147,289.0,13.0,32.0,0.0,2.0,1.0,30.0,3.0,0.0,8.027777777777779,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
148,184.0,7.0,38.0,0.0,0.0,0.0,21.0,1.0,0.0,4.380952380952381,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
149,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
150,179.0,18.0,27.0,0.0,0.0,0.0,31.0,8.0,0.0,3.5098039215686274,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
151,155.0,14.0,31.0,0.0,2.0,0.0,25.0,2.0,0.0,12.916666666666666,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
152,189.0,13.0,32.0,0.0,2.0,2.0,25.0,8.0,0.0,6.517241379310345,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
153,260.0,11.0,29.0,0.0,4.0,0.0,23.0,2.0,0.0,5.2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
154,260.0,11.0,29.0,0.0,4.0,0.0,23.0,2.0,0.0,5.2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
155,289.0,13.0,5.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
156,388.0,9.0,15.0,0.0,0.0,0.0,24.0,8.0,0.0,25.866666666666667,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
157,388.0,9.0,15.0,0.0,0.0,0.0,24.0,8.0,0.0,25.866666666666667,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
158,225.0,9.0,5.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
159,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
160,179.0,9.0,35.0,0.0,0.0,0.0,19.0,1.0,1.0,6.884615384615385,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
161,184.0,7.0,38.0,0.0,0.0,0.0,21.0,8.0,0.0,4.380952380952381,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
162,225.0,9.0,37.0,0.0,1.0,2.0,24.0,3.0,0.0,8.653846153846153,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
163,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
164,330.0,4.0,37.0,0.0,0.0,0.0,25.0,1.0,1.0,20.625,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
165,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
166,189.0,13.0,32.0,0.0,2.0,2.0,25.0,8.0,0.0,6.517241379310345,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
167,291.0,12.0,33.0,0.0,0.0,0.0,23.0,2.0,0.0,5.82,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
168,260.0,11.0,29.0,0.0,4.0,0.0,23.0,8.0,0.0,5.2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
169,157.0,6.0,5.0,0.0,0.0,0.0,22.0,3.0,0.0,5.814814814814815,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
170,179.0,17.0,25.0,0.0,2.0,0.0,22.0,8.0,1.0,8.136363636363637,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
171,291.0,12.0,25.0,0.0,1.0,1.0,25.0,8.0,0.0,9.387096774193548,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
172,260.0,11.0,29.0,0.0,4.0,0.0,23.0,8.0,0.0,5.2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
173,179.0,9.0,35.0,0.0,0.0,0.0,19.0,8.0,1.0,6.884615384615385,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
174,248.0,14.0,18.0,0.0,2.0,1.0,32.0,3.0,0.0,9.92,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
175,248.0,14.0,18.0,0.0,2.0,1.0,32.0,3.0,0.0,9.92,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
176,260.0,11.0,29.0,0.0,4.0,0.0,23.0,30.0,0.0,5.2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
177,179.0,17.0,25.0,0.0,2.0,0.0,22.0,30.0,1.0,8.136363636363637,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
178,155.0,14.0,31.0,0.0,2.0,0.0,25.0,16.0,0.0,12.916666666666666,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
179,260.0,11.0,29.0,0.0,4.0,0.0,23.0,16.0,0.0,5.2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
180,155.0,14.0,31.0,0.0,2.0,0.0,25.0,8.0,0.0,12.916666666666666,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
181,289.0,13.0,5.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
182,179.0,17.0,25.0,0.0,2.0,0.0,22.0,8.0,1.0,8.136363636363637,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
183,179.0,17.0,25.0,0.0,2.0,0.0,22.0,8.0,1.0,8.136363636363637,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
184,260.0,11.0,29.0,0.0,4.0,0.0,23.0,4.0,0.0,5.2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
185,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
186,279.0,14.0,5.0,0.0,2.0,0.0,24.0,8.0,0.0,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
187,179.0,18.0,27.0,0.0,0.0,0.0,31.0,24.0,0.0,3.5098039215686274,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
188,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
189,225.0,9.0,5.0,0.0,1.0,2.0,24.0,8.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
190,179.0,9.0,35.0,0.0,0.0,0.0,19.0,1.0,1.0,6.884615384615385,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
191,225.0,9.0,37.0,0.0,1.0,2.0,24.0,8.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
192,225.0,9.0,5.0,0.0,1.0,2.0,24.0,16.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
193,179.0,18.0,5.0,0.0,0.0,0.0,31.0,3.0,0.0,3.5098039215686274,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
194,279.0,14.0,26.0,0.0,2.0,0.0,24.0,16.0,0.0,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
195,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
196,248.0,14.0,5.0,0.0,2.0,1.0,32.0,3.0,0.0,9.92,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
197,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
199,291.0,12.0,25.0,0.0,1.0,1.0,25.0,1.0,0.0,9.387096774193548,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
200,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,155.0,14.0,31.0,0.0,2.0,0.0,25.0,1.0,0.0,12.916666666666666,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
202,246.0,16.0,24.0,0.0,0.0,0.0,23.0,24.0,0.0,9.84,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
203,155.0,14.0,31.0,0.0,2.0,0.0,25.0,1.0,0.0,12.916666666666666,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
204,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
205,260.0,11.0,5.0,0.0,4.0,0.0,23.0,4.0,0.0,5.2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206,179.0,18.0,27.0,0.0,0.0,0.0,31.0,24.0,0.0,3.5098039215686274,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
207,117.99999999999999,18.0,5.0,0.0,1.0,0.0,31.0,1.0,0.0,9.076923076923077,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
208,291.0,12.0,25.0,0.0,1.0,1.0,25.0,3.0,0.0,9.387096774193548,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
209,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
210,291.0,12.0,25.0,0.0,1.0,1.0,25.0,1.0,0.0,9.387096774193548,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
211,248.0,14.0,18.0,0.0,2.0,1.0,32.0,8.0,0.0,9.92,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
212,260.0,11.0,29.0,0.0,4.0,0.0,23.0,30.0,0.0,5.2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
213,289.0,13.0,32.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
214,155.0,14.0,31.0,0.0,2.0,0.0,25.0,24.0,0.0,12.916666666666666,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
215,378.0,11.0,29.0,0.0,2.0,4.0,21.0,8.0,0.0,7.714285714285714,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
216,289.0,13.0,32.0,0.0,2.0,1.0,30.0,16.0,0.0,8.027777777777779,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
217,235.0,14.0,28.0,0.0,1.0,1.0,29.0,3.0,1.0,21.363636363636363,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
218,235.0,12.0,17.0,1.0,1.0,4.0,33.0,0.0,0.0,8.10344827586207,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
219,289.0,13.0,5.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
220,155.0,14.0,31.0,0.0,2.0,0.0,25.0,2.0,0.0,12.916666666666666,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
221,155.0,14.0,31.0,0.0,2.0,0.0,25.0,1.0,0.0,12.916666666666666,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
222,179.0,18.0,27.0,0.0,0.0,0.0,31.0,8.0,0.0,3.5098039215686274,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
223,225.0,9.0,37.0,0.0,1.0,2.0,24.0,8.0,0.0,8.653846153846153,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
224,184.0,7.0,38.0,0.0,0.0,0.0,21.0,4.0,0.0,4.380952380952381,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
225,155.0,14.0,5.0,0.0,2.0,0.0,25.0,2.0,0.0,12.916666666666666,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
226,179.0,18.0,27.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
227,289.0,13.0,32.0,0.0,2.0,1.0,30.0,24.0,0.0,8.027777777777779,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
228,279.0,14.0,26.0,1.0,2.0,0.0,24.0,0.0,0.0,30.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
229,330.0,4.0,37.0,1.0,0.0,0.0,25.0,0.0,1.0,20.625,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
230,378.0,11.0,29.0,1.0,2.0,4.0,21.0,0.0,0.0,7.714285714285714,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
231,388.0,12.0,15.0,1.0,0.0,0.0,24.0,0.0,0.0,25.866666666666667,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
232,179.0,18.0,27.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
233,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,24.0,0.0,9.076923076923077,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
234,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
235,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
236,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
237,246.0,16.0,24.0,0.0,0.0,0.0,23.0,24.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
238,291.0,12.0,25.0,0.0,1.0,1.0,25.0,4.0,0.0,9.387096774193548,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
239,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
240,179.0,18.0,27.0,0.0,0.0,0.0,31.0,8.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
241,155.0,14.0,31.0,0.0,2.0,0.0,25.0,4.0,0.0,12.916666666666666,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
242,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
243,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,8.0,0.0,9.076923076923077,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
244,235.0,14.0,28.0,0.0,1.0,1.0,29.0,16.0,1.0,21.363636363636363,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
245,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,1.0,0.0,9.076923076923077,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
246,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,30.0,0.0,9.076923076923077,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
247,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,30.0,0.0,9.076923076923077,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
248,378.0,11.0,29.0,0.0,2.0,4.0,21.0,8.0,0.0,7.714285714285714,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
249,179.0,18.0,27.0,0.0,0.0,0.0,31.0,2.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
250,179.0,18.0,27.0,0.0,0.0,0.0,31.0,2.0,0.0,3.5098039215686274,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251,289.0,29.0,16.0,0.0,0.0,2.0,36.0,2.0,0.0,6.020833333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
252,225.0,9.0,5.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
253,155.0,14.0,31.0,0.0,2.0,0.0,25.0,16.0,0.0,12.916666666666666,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
254,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,8.0,0.0,9.076923076923077,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
255,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
256,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,4.0,0.0,11.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
257,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
258,179.0,9.0,35.0,0.0,0.0,0.0,19.0,8.0,1.0,6.884615384615385,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
259,155.0,14.0,31.0,0.0,2.0,0.0,25.0,2.0,0.0,12.916666666666666,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
260,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
